,Coord_1_Casa,Coord_1_Lavoro,Coord_2_Casa,Coord_2_Lavoro,Giorni_al_1Lav,Giorni_al_2Lav,Id_Term,Km_Percorsi,N_Case,N_Giorni_Pres,N_Lavori,N_Soste_Univ,Notti_1Casa,Notti_2Casa,Notti_In,Notti_Out,Trans_Confine,Veh_Type
0,"[9.7827359999999999, 46.151705999999997]","[-1, -1]","[9.9247060000000005, 46.162813]","[-1, -1]",0,0,2401478,11284.346599999868,2,45,0,0,43,2,46,0,52,2
1,"[9.881062, 46.164571000000002]","[-1, -1]","[9.8045810000000007, 46.162315999999997]","[-1, -1]",0,0,2401479,8562.08859999956,2,52,0,1,45,6,51,0,67,2
2,"[9.7828689999999998, 46.151749000000002]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2401480,19851.49959999981,1,51,0,0,49,0,46,4,48,2
3,"[9.7828189999999999, 46.151985000000003]","[-1, -1]","[9.881081, 46.16451]","[-1, -1]",0,0,2401481,9182.043099999764,2,44,0,1,19,15,42,1,26,2
4,"[9.7845230000000001, 46.161568000000003]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2401482,22489.498099999564,1,43,0,1,38,0,38,5,218,2
5,"[9.8810330000000004, 46.164493999999998]","[-1, -1]","[9.9419129999999996, 46.176495000000003]","[-1, -1]",0,0,2401484,20579.225999999846,2,42,0,1,40,2,43,0,0,2
6,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2401488,212107.17069999943,0,15,0,1,0,0,0,14,2,2
7,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2401498,11497.886400000007,0,4,0,1,0,0,1,2,0,2
8,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2401502,51461.026500000014,0,3,0,1,0,0,1,1,2,2
9,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2401506,32507.890799999994,0,3,0,1,0,0,2,0,0,2
10,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2401534,454855.3292999981,0,14,0,1,0,0,0,13,6,2
11,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2401540,320981.2210999995,0,28,0,1,0,0,0,27,3,2
12,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2401543,519447.08520000003,0,2,0,1,0,0,0,1,2,2
13,"[10.474017, 45.29768]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2401561,16337.67839999988,1,59,0,1,50,0,52,2,3,2
14,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2401570,393884.85389999993,0,2,0,1,0,0,0,1,1,2
15,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2401576,201562.97960000014,0,22,0,1,0,0,0,21,7,2
16,"[10.108955, 45.535663999999997]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2401582,501615.9040000007,1,7,0,1,3,0,3,1,0,2
17,"[10.028956000000001, 45.103228999999999]","[-1, -1]","[10.061938, 45.121563000000002]","[-1, -1]",0,0,2401587,563062.7588999989,2,25,0,1,3,4,10,14,10,2
18,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2401591,391853.74639999855,0,38,0,1,0,0,0,37,15,2
19,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2401593,46131.43969999999,0,11,0,1,0,0,4,7,3,2
20,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2401600,591074.8677999999,0,3,0,1,0,0,0,2,2,2
21,"[10.725663000000001, 45.417079000000001]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2401670,704285.6738999997,1,9,0,1,5,0,6,2,0,2
22,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2401675,96.2903,0,1,0,1,0,0,0,0,0,2
23,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2401694,604539.1052000019,0,19,0,1,0,0,0,18,6,2
24,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2401697,284.15209999999996,0,1,0,1,0,0,0,0,1,2
25,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2401707,40106.399999999965,0,4,0,1,0,0,0,3,0,2
26,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2401714,67.7105,0,2,0,1,0,0,1,0,0,2
27,"[9.8103750000000005, 46.162930000000003]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2401716,33945.06169999996,1,29,0,1,25,0,25,3,28,2
28,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2401717,24470.138599999984,0,4,0,1,0,0,1,2,2,2
29,"[9.8616779999999995, 45.397409000000003]","[-1, -1]","[10.599534, 45.437421000000001]","[-1, -1]",0,0,2401718,6452.750299999987,2,38,0,1,17,6,36,0,10,2
30,"[10.533728999999999, 45.205677999999999]","[-1, -1]","[10.263543, 45.520422000000003]","[-1, -1]",0,0,2401721,12642.703000000007,2,39,0,0,35,2,37,0,31,2
31,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2401723,9055.988799999996,0,6,0,1,0,0,2,3,0,2
32,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2401742,34415.17679999999,0,6,0,1,0,0,2,3,0,2
33,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2401751,1472.1576,0,3,0,1,0,0,1,1,0,2
34,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2401777,440449.18529999454,0,11,0,1,0,0,0,10,0,2
35,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2401791,1390.252200000001,0,2,0,1,0,0,0,1,1,2
36,"[10.621461, 45.201951000000001]","[-1, -1]","[10.535352, 45.206533999999998]","[-1, -1]",0,0,2401800,548731.8965000021,2,35,0,1,29,16,47,4,2,2
37,"[10.533642, 45.205638999999998]","[-1, -1]","[10.603496, 45.436638000000002]","[-1, -1]",0,0,2401802,10873.407999999974,2,41,0,1,32,3,36,0,34,2
38,"[10.890055, 45.410510000000002]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2401804,476589.05680000014,1,7,0,1,2,0,2,4,2,2
39,"[10.533770000000001, 45.205635000000001]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2401806,8436.485199999868,1,40,0,7,37,0,38,0,2,2
40,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2401811,40977.50070000002,0,4,0,1,0,0,1,2,2,2
41,"[10.87513, 45.414085]","[-1, -1]","[10.303792, 45.487139999999997]","[-1, -1]",0,0,2401817,571857.6737999995,2,16,0,1,4,2,7,8,9,2
42,"[10.558641, 45.460529000000001]","[-1, -1]","[10.538021000000001, 45.475895000000001]","[-1, -1]",0,0,2401821,14479.657100000004,2,57,0,1,44,4,47,2,1,2
43,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2401829,107.77910000000001,0,1,0,1,0,0,0,0,2,2
44,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2401830,93.34260000000006,0,1,0,1,0,0,0,0,0,2
45,"[10.893969, 45.412756999999999]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2401837,466493.8820000002,1,14,0,1,4,0,5,7,11,2
46,"[10.533488, 45.205531000000001]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2401839,3433.412899999995,1,20,0,1,15,0,15,0,6,2
47,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2401841,462921.10839999776,0,10,0,1,0,0,0,9,7,2
48,"[10.53368, 45.205616999999997]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2401843,2778.8120999999887,1,27,0,1,20,0,22,0,3,2
49,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2401851,289172.44590000017,0,5,0,1,0,0,0,4,1,2
50,"[9.9517349999999993, 45.885551]","[-1, -1]","[9.9289830000000006, 45.967832999999999]","[-1, -1]",0,0,2401862,17195.679000000033,2,44,0,1,33,10,43,0,55,2
51,"[10.628788, 45.210047000000003]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2401867,55.3026,1,10,0,0,4,0,5,0,0,2
52,"[10.53363, 45.205511000000001]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2401871,13390.262800000046,1,41,0,1,35,0,36,0,25,2
53,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2401872,33047.12229999998,0,3,0,1,0,0,1,1,0,2
54,"[10.533695, 45.205674999999999]","[-1, -1]","[10.628679, 45.210025999999999]","[-1, -1]",0,0,2401879,3612.729899999992,2,21,0,0,14,2,18,0,6,2
55,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2401882,574802.5212000001,0,3,0,1,0,0,1,1,3,2
56,"[10.533421000000001, 45.205415000000002]","[-1, -1]","[10.628372000000001, 45.210189999999997]","[-1, -1]",0,0,2401883,6371.279999999993,2,33,0,0,28,2,30,0,17,2
57,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2401889,1190.3597000000002,0,2,0,1,0,0,1,0,0,2
58,"[9.7711299999999994, 45.176639999999999]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2401890,531791.2880999993,1,15,0,1,4,0,3,11,1,2
59,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2401891,150364.16109999997,0,4,0,1,0,0,0,3,1,2
60,"[9.9518710000000006, 45.885488000000002]","[-1, -1]","[9.8757640000000002, 45.865543000000002]","[-1, -1]",0,0,2401893,18083.91359999997,2,46,0,1,39,3,42,0,50,2
61,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2401895,523949.7372,0,4,0,1,0,0,0,3,0,2
62,"[10.533441, 45.205367000000003]","[-1, -1]","[10.603496, 45.436627999999999]","[-1, -1]",0,0,2401897,1648.8555999999974,2,30,0,0,25,2,28,0,4,2
63,"[10.533633999999999, 45.205582]","[-1, -1]","[10.628776999999999, 45.210123000000003]","[-1, -1]",0,0,2401898,9475.312599999916,2,39,0,0,31,3,35,0,19,2
64,"[10.533681, 45.205686]","[-1, -1]","[10.603327, 45.436677000000003]","[-1, -1]",0,0,2401899,6351.836099999984,2,47,0,1,26,15,43,0,10,2
65,"[10.533464, 45.205468000000003]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2401902,12119.941899999898,1,35,0,1,32,0,33,0,18,2
66,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2401903,399254.1990999998,0,12,0,1,0,0,0,11,2,2
67,"[10.533669, 45.205651000000003]","[-1, -1]","[10.628603999999999, 45.210180999999999]","[-1, -1]",0,0,2401932,5776.6386,2,44,0,1,35,4,42,0,3,2
68,"[10.533693, 45.205680999999998]","[-1, -1]","[10.628722, 45.210151000000003]","[-1, -1]",0,0,2401948,2369.1468999999947,2,28,0,1,19,3,23,0,4,2
69,"[10.465317000000001, 45.308979999999998]","[-1, -1]","[10.474584999999999, 45.284232000000003]","[-1, -1]",0,0,2401949,2632.836399999992,2,55,0,1,45,14,60,1,1,2
70,"[10.891195, 45.413074000000002]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2401954,508723.38770000025,1,15,0,1,4,0,8,6,7,2
71,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2402184,41298.85529999996,0,6,0,1,0,0,1,5,1,2
72,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2402185,194.74399999999986,0,1,0,1,0,0,0,0,1,2
73,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2402187,583557.7133000001,0,3,0,1,0,0,1,1,3,2
74,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2402201,113.94290000000001,0,4,0,1,0,0,1,0,0,2
75,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2402207,281.56489999999997,0,1,0,1,0,0,0,0,4,2
76,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2402218,454.70530000000036,0,1,0,1,0,0,0,0,1,2
77,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2402233,3997.8973,0,2,0,1,0,0,0,1,1,2
78,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2402251,522061.41510000004,0,3,0,1,0,0,1,1,0,2
79,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2402252,41907.63370000004,0,4,0,1,0,0,0,3,0,2
80,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2402261,647662.571,0,6,0,1,0,0,0,5,4,2
81,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2402303,266735.72800000006,0,6,0,1,0,0,0,5,0,2
82,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2402308,88593.27529999988,0,3,0,1,0,0,0,2,1,2
83,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2402315,41655.96620000001,0,3,0,1,0,0,2,0,5,2
84,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2402325,515098.9470000003,0,9,0,1,0,0,3,5,3,2
85,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2402328,554997.4228000002,0,3,0,1,0,0,1,1,1,2
86,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2402330,10184.000599999994,0,2,0,1,0,0,0,1,0,2
87,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2402339,11108.087200000002,0,2,0,1,0,0,0,1,1,2
88,"[9.8236880000000006, 45.598030000000001]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2402344,12580.074499999995,1,3,0,1,2,0,2,2,0,2
89,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2402345,79.4522,0,1,0,1,0,0,0,0,0,2
90,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2402368,6611.282500000003,0,2,0,1,0,0,0,1,0,2
91,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2402375,500261.69630000007,0,21,0,1,0,0,0,20,32,2
92,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2402380,516676.50559999933,0,4,0,1,0,0,0,3,1,2
93,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2402381,853842.2517999997,0,3,0,1,0,0,0,2,2,2
94,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2402382,43960.941600000006,0,5,0,1,0,0,2,2,1,2
95,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2402389,52833.70849999996,0,4,0,1,0,0,0,3,0,2
96,"[10.011206, 46.159497999999999]","[-1, -1]","[9.8542869999999994, 46.162591999999997]","[-1, -1]",0,0,2402392,2536.1641000000736,2,40,0,1,23,2,37,0,7,2
97,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2402394,505057.79240000027,0,3,0,1,0,0,0,2,0,2
98,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2402402,350.4246,0,1,0,1,0,0,0,0,0,2
99,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2402405,3540.964199999999,0,2,0,1,0,0,0,1,0,2
100,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2402413,461992.36220000015,0,10,0,1,0,0,2,7,4,2
101,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2402419,49559.29380000001,0,8,0,1,0,0,0,7,7,2
102,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2402420,527130.2180999994,0,6,0,1,0,0,1,4,7,2
103,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2402425,396315.0723000007,0,18,0,1,0,0,0,17,6,2
104,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2402430,366461.7253999987,0,2,0,1,0,0,0,1,1,2
105,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2402435,48.89330000000001,0,1,0,1,0,0,0,0,0,2
106,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2402440,22920.672400000003,0,2,0,1,0,0,0,1,1,2
107,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2402442,349297.381,0,2,0,1,0,0,0,1,0,2
108,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2402443,394732.6007999961,0,10,0,1,0,0,0,9,19,2
109,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2402452,162656.87519999992,0,20,0,1,0,0,0,19,3,2
110,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2402469,480813.4832,0,6,0,1,0,0,1,4,8,2
111,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2402473,54674.24629999998,0,4,0,1,0,0,0,3,0,2
112,"[10.893915, 45.412647]","[-1, -1]","[9.7934330000000003, 45.646700000000003]","[-1, -1]",0,0,2402474,516405.37030000024,2,24,0,1,5,2,9,14,7,2
113,"[10.583282000000001, 45.326889000000001]","[-1, -1]","[10.632035999999999, 45.319673999999999]","[-1, -1]",0,0,2403262,1587.8149999999994,2,46,0,0,23,17,42,1,1,2
114,"[10.584137999999999, 45.318959999999997]","[-1, -1]","[10.259534, 45.527009999999997]","[-1, -1]",0,0,2403265,2525.4812,2,50,0,0,47,18,66,1,0,2
115,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2403268,15.7583,0,6,0,0,0,0,1,0,0,2
116,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2403269,488108.64520000014,0,3,0,1,0,0,0,2,0,2
117,"[10.006824, 45.555644000000001]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2403270,28.4911,1,7,0,0,4,0,4,0,0,2
118,"[10.583451999999999, 45.326870999999997]","[-1, -1]","[10.568389, 45.343279000000003]","[-1, -1]",0,0,2403276,1814.9661000000021,2,55,0,1,50,3,55,1,0,2
119,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2403277,650316.5188000007,0,5,0,1,0,0,2,2,5,2
120,"[10.006957, 45.555878999999997]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2403279,1553.8472999999997,1,24,0,0,18,0,19,0,1,2
121,"[10.007504000000001, 45.555432000000003]","[-1, -1]","[9.9939719999999994, 45.539591000000001]","[-1, -1]",0,0,2403281,3536.777700000003,2,38,0,0,33,2,38,0,7,2
122,"[10.583703999999999, 45.326998000000003]","[-1, -1]","[10.568466000000001, 45.343380000000003]","[-1, -1]",0,0,2403284,437.11959999999976,2,23,0,0,15,7,22,0,0,2
123,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2403286,36627.07470000005,0,6,0,1,0,0,1,3,2,2
124,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2403287,584783.6871,0,11,0,1,0,0,2,8,4,2
125,"[10.007603, 45.555461999999999]","[-1, -1]","[9.9781309999999994, 45.515622999999998]","[-1, -1]",0,0,2403288,5341.8556999999955,2,35,0,0,21,9,32,0,9,2
126,"[9.9815480000000001, 45.511713]","[-1, -1]","[10.007349, 45.555362000000002]","[-1, -1]",0,0,2403290,3809.8205000000075,2,56,0,1,42,14,59,1,0,2
127,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2403291,648779.2952000003,0,6,0,1,0,0,3,2,4,2
128,"[10.007382, 45.555464999999998]","[-1, -1]","[10.003702000000001, 45.585168000000003]","[-1, -1]",0,0,2403292,2264.6226000000047,2,41,0,0,30,6,38,0,2,2
129,"[10.003657, 45.585186999999998]","[-1, -1]","[10.007977, 45.555320000000002]","[-1, -1]",0,0,2403294,927.5700999999996,2,51,0,1,38,7,50,0,0,2
130,"[9.9940119999999997, 45.539611000000001]","[-1, -1]","[10.186081, 45.683376000000003]","[-1, -1]",0,0,2403295,1068.1599000000008,2,27,0,1,25,7,35,0,0,2
131,"[10.007599000000001, 45.555343999999998]","[-1, -1]","[10.0037, 45.585174000000002]","[-1, -1]",0,0,2403296,2965.3292000000097,2,44,0,0,26,12,41,0,0,2
132,"[10.567015, 45.343812]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2403299,270.85910000000007,1,19,0,0,13,0,13,0,0,2
133,"[10.007046000000001, 45.555753000000003]","[-1, -1]","[10.14978, 45.529471999999998]","[-1, -1]",0,0,2403301,10990.452200000003,2,14,0,0,7,2,11,1,1,2
134,"[10.584152, 45.326748000000002]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2403303,68.43649999999995,1,9,0,0,4,0,5,0,0,2
135,"[10.125101000000001, 45.460594]","[-1, -1]","[10.156855999999999, 45.491793000000001]","[-1, -1]",0,0,2403304,4018.8910000000033,2,57,0,3,59,2,61,1,0,2
136,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2403305,27272.876300000014,0,4,0,1,0,0,2,1,0,2
137,"[10.568256, 45.342939999999999]","[-1, -1]","[10.583951000000001, 45.326884999999997]","[-1, -1]",0,0,2403311,141.1093999999999,2,39,0,1,12,6,24,0,0,2
138,"[10.232782, 45.578743000000003]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2403312,7057.713700000023,1,52,0,1,51,0,52,0,4,2
139,"[10.048677, 45.110351999999999]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2403313,528062.1919000003,1,12,0,1,9,0,3,8,1,2
140,"[10.007073, 45.555663000000003]","[-1, -1]","[10.149103999999999, 45.526774000000003]","[-1, -1]",0,0,2403318,7114.702,2,15,0,0,4,2,7,2,0,2
141,"[10.287770999999999, 45.477657999999998]","[-1, -1]","[10.212443, 45.573403999999996]","[-1, -1]",0,0,2403331,4380.059,2,46,0,1,42,7,50,0,0,2
142,"[10.584244, 45.326875999999999]","[-1, -1]","[10.567875000000001, 45.34346]","[-1, -1]",0,0,2403332,544.3501000000006,2,30,0,0,17,5,23,0,0,2
143,"[10.580066, 45.323118999999998]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2403338,678138.8942000003,1,11,0,0,9,0,9,1,0,2
144,"[10.250057, 45.524675999999999]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2403342,17056.775199999982,1,61,0,3,57,0,58,1,15,2
145,"[10.848691000000001, 45.164416000000003]","[-1, -1]","[10.101197000000001, 45.181063000000002]","[-1, -1]",0,0,2403350,5687.173399999982,2,37,0,0,11,9,34,0,20,2
146,"[10.841101999999999, 45.157311]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2403356,527452.8919999994,1,28,0,1,11,0,13,14,15,2
147,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2403358,4814.992399999999,0,4,0,1,0,0,1,1,0,2
148,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2403359,43654.18020000002,0,3,0,0,0,0,0,2,0,2
149,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2403363,471925.7495000001,0,7,0,1,0,0,1,5,2,2
150,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2403367,64.9535,0,6,0,0,0,0,4,0,0,2
151,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2403368,83.53479999999999,0,1,0,1,0,0,0,0,0,2
152,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2403377,403593.4565999998,0,17,0,1,0,0,0,17,19,2
153,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2403378,28651.01330000001,0,7,0,1,0,0,0,9,4,2
154,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2403382,295.55679999999995,0,1,0,1,0,0,0,0,0,2
155,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2403383,154870.28999999983,0,41,0,1,0,0,0,40,75,2
156,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2403385,148216.6335000002,0,27,0,1,0,0,0,26,43,2
157,"[10.762275000000001, 45.124215999999997]","[-1, -1]","[10.848572000000001, 45.164639999999999]","[-1, -1]",0,0,2403397,21571.085600000006,2,21,0,0,6,3,13,6,41,2
158,"[10.727736999999999, 46.033603999999997]","[-1, -1]","[10.690314000000001, 45.997159000000003]","[-1, -1]",0,0,2403399,4202.644199999997,2,51,0,0,30,21,51,0,9,2
159,"[10.892205000000001, 46.335158999999997]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2403400,258846.47760000007,1,34,0,1,21,0,6,17,8,2
160,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2403401,16709.91800000001,0,19,0,1,0,0,1,17,3,2
161,"[10.157209999999999, 45.533475000000003]","[-1, -1]","[10.224228999999999, 45.558813000000001]","[-1, -1]",0,0,2403410,4758.497800000001,2,34,0,3,15,12,32,0,11,2
162,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2403414,550254.3985999993,0,41,0,1,0,0,0,40,40,2
163,"[10.208799000000001, 45.304904000000001]","[-1, -1]","[10.224126, 45.558897999999999]","[-1, -1]",0,0,2403415,18628.173300000024,2,44,0,0,27,6,44,0,9,2
164,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2403421,11287.910799999996,0,2,0,1,0,0,0,1,0,2
165,"[10.876234, 46.037711999999999]","[-1, -1]","[10.895517999999999, 46.045157000000003]","[-1, -1]",0,0,2403423,16513.490999999987,2,21,0,1,2,16,4,16,0,2
166,"[10.894056000000001, 46.045546000000002]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2403426,31165.408700000004,1,20,0,1,16,0,9,10,0,2
167,"[10.351490999999999, 45.140160999999999]","[-1, -1]","[10.480788, 45.410747999999998]","[-1, -1]",0,0,2403436,8470.707999999997,2,45,0,1,24,17,49,2,9,2
168,"[10.847844, 45.164355999999998]","[-1, -1]","[10.731375999999999, 45.351387000000003]","[-1, -1]",0,0,2403437,8038.6065000000035,2,18,0,0,5,3,11,2,9,2
169,"[10.848711, 45.164434999999997]","[-1, -1]","[10.776106, 45.104484999999997]","[-1, -1]",0,0,2403440,7867.943099999994,2,16,0,0,3,2,8,6,4,2
170,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2403442,630086.3912000017,0,3,0,1,0,0,0,2,0,2
171,"[9.9004860000000008, 45.635702000000002]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2403443,180868.2035000002,1,4,0,1,2,0,2,1,1,2
172,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2403444,29.216800000000003,0,1,0,1,0,0,0,0,0,2
173,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2403445,711673.2948,0,5,0,1,0,0,0,4,2,2
174,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2403447,5369.439700000004,0,3,0,1,0,0,1,1,0,2
175,"[10.157235999999999, 45.533441000000003]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2403448,2498.5359999999996,1,39,0,0,38,0,38,0,1,2
176,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2403451,715733.0062999987,0,16,0,1,0,0,1,15,0,2
177,"[9.7852969999999999, 45.746406999999998]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2403453,191425.03789999997,1,9,0,1,5,0,5,3,4,2
178,"[9.8880160000000004, 45.589215000000003]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2403466,74.97370000000001,1,3,0,1,2,0,2,0,0,2
179,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2403468,776409.985400001,0,5,0,1,0,0,0,4,1,2
